spec_id,study_name,doi,contact_name,contact_email,citation,type,averaged,method,phylum,class,order,family,genus,species,sub,patch,sex,country,latitude,longitude
S0000061,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000062,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000063,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000064,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000065,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000066,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000067,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000068,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000069,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000070,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000071,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000072,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000073,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000074,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000075,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000076,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000077,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000078,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000079,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000080,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000081,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000082,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000083,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000084,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000085,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000086,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000087,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000088,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000089,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000090,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000091,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000092,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000093,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000094,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000095,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000096,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000097,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000098,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000099,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000100,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000101,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000102,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000103,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000104,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000105,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000106,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000107,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000108,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000109,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000110,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000111,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000112,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000113,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000114,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000115,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000116,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000117,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000118,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000119,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000120,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000121,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000122,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000123,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000124,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000125,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000126,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000127,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000128,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000129,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000130,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000131,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000132,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000133,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000134,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000135,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000136,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
S0000137,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_yellow,NA,f,Australia,16.9,145.7
